"","year","occupation","major","TotalPopulation","Number_of_Men","Number_of_Women","Women_Percentage","Earning","Men_earning","Women_earning","Compare_to_men"
"3326",2019,"Educational, guidance, and career counselors and advisors","Education, Legal, Community Service, Arts, and Media",271368,63280,208088,76.7,"52143","51760","52226","100.9"
"3327",2019,"Marriage and family therapists","Education, Legal, Community Service, Arts, and Media",21318,4893,16425,77,"47200","50555","46136","(X)"
"3328",2019,"Mental health counselors","Education, Legal, Community Service, Arts, and Media",85866,22396,63470,73.9,"47419","48361","47244","97.7"
"3329",2019,"Rehabilitation counselors","Education, Legal, Community Service, Arts, and Media",22369,8451,13918,62.2,"50906","54863","48720","88.8"
"3330",2019,"Counselors, all other","Education, Legal, Community Service, Arts, and Media",131603,47615,83988,63.8,"43484","46527","42184","90.7"
"3331",2019,"Child, family, and school social workers","Education, Legal, Community Service, Arts, and Media",57716,9972,47744,82.7,"45914","47218","45370","96.1"
"3332",2019,"Healthcare social workers","Education, Legal, Community Service, Arts, and Media",68427,16029,52398,76.6,"49796","44289","51169","115.5"
"3333",2019,"Mental health and substance abuse social workers","Education, Legal, Community Service, Arts, and Media",15840,3100,12740,80.4,"60943","90166","60011","(X)"
"3334",2019,"Social workers, all other","Education, Legal, Community Service, Arts, and Media",590916,105937,484979,82.1,"48821","48632","48864","100.5"
"3335",2019,"Probation officers and correctional treatment specialists","Education, Legal, Community Service, Arts, and Media",88471,40145,48326,54.6,"51532","55208","49650","89.9"
"3336",2019,"Social and human service assistants","Education, Legal, Community Service, Arts, and Media",176799,39630,137169,77.6,"38851","42557","38040","89.4"
"3337",2019,"Other community and social service specialists","Education, Legal, Community Service, Arts, and Media",70373,25582,44791,63.6,"48076","47769","48131","100.8"
"3338",2019,"Clergy","Education, Legal, Community Service, Arts, and Media",349811,293634,56177,16.1,"50056","50686","46062","90.9"
"3339",2019,"Directors, religious activities and education","Education, Legal, Community Service, Arts, and Media",50617,22424,28193,55.7,"50019","52287","44829","85.7"
"3340",2019,"Religious workers, all other","Education, Legal, Community Service, Arts, and Media",45138,18697,26441,58.6,"37044","41898","35923","85.7"
"3341",2019,"Lawyers","Education, Legal, Community Service, Arts, and Media",946723,591281,355442,37.5,"131501","150220","115257","76.7"
"3342",2019,"Judicial law clerks","Education, Legal, Community Service, Arts, and Media",16630,4466,12164,73.1,"61223","61793","60739","(X)"
"3343",2019,"Judges, magistrates, and other judicial workers","Education, Legal, Community Service, Arts, and Media",63837,32348,31489,49.3,"105383","127453","88720","69.599999999999994"
"3344",2019,"Paralegals and legal assistants","Education, Legal, Community Service, Arts, and Media",342756,47264,295492,86.2,"51671","50610","51836","102.4"
"3345",2019,"Title examiners, abstractors, and searchers","Education, Legal, Community Service, Arts, and Media",76681,25264,51417,67.1,"51425","76600","46693","61"
"3346",2019,"Legal support workers, all other","Education, Legal, Community Service, Arts, and Media",45885,14485,31400,68.4,"50028","50717","48687","96"
"3347",2019,"Educational Instruction, and Library Occupations:","Education, Legal, Community Service, Arts, and Media",6042723,1705554,4337169,71.8,"51382","60576","48833","80.599999999999994"
"3348",2019,"Postsecondary teachers","Education, Legal, Community Service, Arts, and Media",905983,474898,431085,47.6,"72172","80052","66777","83.4"
"3349",2019,"Preschool and kindergarten teachers","Education, Legal, Community Service, Arts, and Media",540060,14260,525800,97.4,"30559","31149","30537","98"
"3350",2019,"Elementary and middle school teachers","Education, Legal, Community Service, Arts, and Media",2064340,407312,1657028,80.3,"52368","57041","51787","90.8"
"3351",2019,"Secondary school teachers","Education, Legal, Community Service, Arts, and Media",918052,396335,521717,56.8,"57033","60209","55665","92.5"
"3352",2019,"Special education teachers","Education, Legal, Community Service, Arts, and Media",310161,49180,260981,84.1,"53483","52245","53660","102.7"
"3353",2019,"Tutors","Education, Legal, Community Service, Arts, and Media",22223,7990,14233,64,"32474","33060","32365","97.9"
"3354",2019,"Other teachers and instructors","Education, Legal, Community Service, Arts, and Media",384424,174057,210367,54.7,"47556","57057","40967","71.8"
"3355",2019,"Archivists, curators, and museum technicians","Education, Legal, Community Service, Arts, and Media",54516,26064,28452,52.2,"59951","60872","58470","96.1"
"3356",2019,"Librarians and media collections specialists","Education, Legal, Community Service, Arts, and Media",139287,25285,114002,81.8,"54259","60622","52794","87.1"
"3357",2019,"Library technicians","Education, Legal, Community Service, Arts, and Media",16383,4852,11531,70.4,"33302","40229","31855","(X)"
"3358",2019,"Teaching assistants","Education, Legal, Community Service, Arts, and Media",595135,102817,492318,82.7,"24827","30505","23487","77"
"3359",2019,"Other educational instruction and library workers","Education, Legal, Community Service, Arts, and Media",92159,22504,69655,75.6,"60501","66194","59392","89.7"
"3360",2019,"Artists and related workers","Education, Legal, Community Service, Arts, and Media",153698,94913,58785,38.2,"49032","52779","41154","78"
"3361",2019,"Commercial and industrial designers","Education, Legal, Community Service, Arts, and Media",12528,8546,3982,31.8,"61231","60898","62655","(X)"
"3362",2019,"Fashion designers","Education, Legal, Community Service, Arts, and Media",19226,3533,15693,81.6,"71126","73837","70646","(X)"
"3363",2019,"Floral designers","Education, Legal, Community Service, Arts, and Media",32768,4073,28695,87.6,"28407","36699","26908","(X)"
"3364",2019,"Graphic designers","Education, Legal, Community Service, Arts, and Media",236517,116992,119525,50.5,"50546","52123","48187","92.4"
"3365",2019,"Interior designers","Education, Legal, Community Service, Arts, and Media",69488,14694,54794,78.9,"52478","60377","52074","86.2"
"3366",2019,"Merchandise displayers and window trimmers","Education, Legal, Community Service, Arts, and Media",13230,5293,7937,60,"40859","51730","31152","(X)"
"3367",2019,"Other designers","Education, Legal, Community Service, Arts, and Media",260096,155594,104502,40.2,"67298","71832","61711","85.9"
"3368",2019,"Actors","Education, Legal, Community Service, Arts, and Media",14320,8639,5681,39.7,"41114","41813","40489","(X)"
"3369",2019,"Producers and directors","Education, Legal, Community Service, Arts, and Media",141910,86287,55623,39.2,"71241","71790","70118","97.7"
"3370",2019,"Athletes and sports competitors","Education, Legal, Community Service, Arts, and Media",26663,24261,2402,9,"47373","47704","40649","(X)"
"3371",2019,"Coaches and scouts","Education, Legal, Community Service, Arts, and Media",109599,74962,34637,31.6,"47895","50244","45311","90.2"
"3372",2019,"Umpires, referees, and other sports officials","Education, Legal, Community Service, Arts, and Media",3079,2801,278,9,"39682","39699","32386","(X)"
"3373",2019,"Dancers and choreographers","Education, Legal, Community Service, Arts, and Media",10780,2562,8218,76.2,"35287","42383","30936","(X)"
"3374",2019,"Music directors and composers","Education, Legal, Community Service, Arts, and Media",26624,21433,5191,19.5,"51746","55861","44922","(X)"
"3375",2019,"Musicians and singers","Education, Legal, Community Service, Arts, and Media",50740,40116,10624,20.9,"42121","46095","38229","82.9"
"3376",2019,"Disc jockeys, except radio","Education, Legal, Community Service, Arts, and Media",9150,8594,556,6.1,"31625","31933","14460","(X)"
"3377",2019,"Entertainers and performers, sports and related workers, all other","Education, Legal, Community Service, Arts, and Media",22482,13162,9320,41.5,"33564","40967","28918","(X)"
"3378",2019,"Broadcast announcers and radio disc jockeys","Education, Legal, Community Service, Arts, and Media",18670,14959,3711,19.9,"55278","55542","52891","(X)"
"3379",2019,"News analysts, reporters, and journalists","Education, Legal, Community Service, Arts, and Media",60194,32325,27869,46.3,"61427","63251","59024","93.3"
"3380",2019,"Public relations specialists","Education, Legal, Community Service, Arts, and Media",97027,36018,61009,62.9,"72218","77795","68444","88"
"3381",2019,"Editors","Education, Legal, Community Service, Arts, and Media",99317,45771,53546,53.9,"62494","68177","60415","88.6"
"3382",2019,"Technical writers","Education, Legal, Community Service, Arts, and Media",50273,22013,28260,56.2,"75883","81825","71568","87.5"
"3383",2019,"Writers and authors","Education, Legal, Community Service, Arts, and Media",130883,58209,72674,55.5,"61189","65666","60049","91.4"
"3384",2019,"Interpreters and translators","Education, Legal, Community Service, Arts, and Media",46569,14211,32358,69.5,"43588","51225","40141","78.400000000000006"
"3385",2019,"Court reporters and simultaneous captioners","Education, Legal, Community Service, Arts, and Media",20769,2070,18699,90,"65691","100638","64614","(X)"
"3386",2019,"Media and communication workers, all other","Education, Legal, Community Service, Arts, and Media",14890,7802,7088,47.6,"64444","67342","59357","(X)"
"3387",2019,"Broadcast, sound, and lighting technicians","Education, Legal, Community Service, Arts, and Media",65752,59853,5899,9,"54843","54297","56218","(X)"
"3388",2019,"Photographers","Education, Legal, Community Service, Arts, and Media",90433,53372,37061,41,"44026","48370","40167","83"
"3389",2019,"Television, video, and film camera operators and editors","Education, Legal, Community Service, Arts, and Media",61994,50147,11847,19.1,"56475","59974","51125","85.2"
"3390",2019,"Media and communication equipment workers, all other","Education, Legal, Community Service, Arts, and Media",1128,1016,112,9.9,"71059","67164","97778","(X)"
"3391",2019,"Chiropractors","Healthcare Practitioners and Technical",44485,33323,11162,25.1,"75365","80030","62315","77.900000000000006"
"3392",2019,"Dentists","Healthcare Practitioners and Technical",114510,77891,36619,32,"152233","167574","140040","83.6"
"3393",2019,"Dietitians and nutritionists","Healthcare Practitioners and Technical",70304,6865,63439,90.2,"54338","56615","53875","95.2"
"3394",2019,"Optometrists","Healthcare Practitioners and Technical",32041,17767,14274,44.5,"120503","131284","108797","82.9"
"3395",2019,"Pharmacists","Healthcare Practitioners and Technical",249804,113493,136311,54.6,"122473","128130","121218","94.6"
"3396",2019,"Emergency medicine physicians","Healthcare Practitioners and Technical",13741,9348,4393,32,"250,000+","250,000+","239068","-"
"3397",2019,"Radiologists","Healthcare Practitioners and Technical",19421,14817,4604,23.7,"250,000+","250,000+","250,000+","-"
"3398",2019,"Other physicians","Healthcare Practitioners and Technical",698316,434314,264002,37.8,"217588","250,000+","185183","-"
"3399",2019,"Surgeons","Healthcare Practitioners and Technical",48495,39345,9150,18.9,"250,000+","250,000+","222197","-"
